,Job Id,Experience,Qualifications,Salary Range,location,Country,latitude,longitude,Work Type,Company Size,Job Posting Date,Preference,Contact Person,Contact,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Sector,Industry,City,State,Zip,Website,Ticker,CEO
1569414,1228422547753331,2 to 14 Years,PhD,$60K-$88K,Tehran,"Iran, Islamic Rep.",32.4279,53.688,Part-Time,22234,2022-10-11,Female,Mark Pena,413-777-3569x30676,Software Architect,Solution Architect,ZipRecruiter,"A Solution Architect designs and develops effective solutions for complex business problems, leveraging technology and aligning them with the organizations goals and objectives.","{'Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance'}",Solution design Technical architecture Cloud computing and software development knowledge,Design high-level solution architectures for software projects. Define technical requirements and specifications. Provide guidance to development teams on best practices.,ConocoPhillips,Energy,"Mining, Crude-Oil Production",Houston,Texas,77079,www.conocophillips.com,COP,Ryan M. Lance
589096,2360355814673983,1 to 15 Years,PhD,$58K-$82K,Sri Jayawardenepura Kotte,Sri Lanka,7.8731,80.7718,Part-Time,81209,2022-01-16,Both,Natalie Silva,253.896.4853,Network Security Specialist,Security Consultant,LinkedIn,"A Security Consultant is responsible for assessing an organizations security infrastructure, identifying vulnerabilities, and recommending solutions to enhance security. They conduct risk assessments, implement security measures, and provide guidance on security policies and procedures.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Security consulting Risk assessment Security audits Security policy development Penetration testing Client communication,Provide expert advice on security strategies and risk assessments. Conduct security assessments and vulnerability testing. Develop security policies and procedures.,Xiaomi Corporation,Technology and Electronics,Technology & Electronics,Beijing,,,https://www.mi.com/en/,1810.HK,Lei Jun
716018,2841716010581096,1 to 11 Years,BA,$63K-$118K,Sarajevo,Bosnia and Herzegovina,43.9159,17.6791,Intern,124804,2023-01-14,Both,Daniel Hernandez,(917)442-6991x119,Executive Assistant,Project Coordinator,Stack Overflow Jobs,"Project Coordinators assist in planning, executing, and monitoring projects. They facilitate communication among team members, track project progress, and ensure tasks are completed on time.","{'Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance'}",Project management Communication Time management Organization Problem-solving,"Assist in project management activities, such as project planning, scheduling, and documentation. Coordinate project meetings and communicate project updates to stakeholders. Ensure project milestones are met.",BT Group,Telecommunications,Telecommunications,London,,,www.btgroup.com,BT,Philip Jansen
1478962,1582301043092527,0 to 14 Years,M.Tech,$59K-$108K,Luxembourg,Luxembourg,49.8153,6.1296,Contract,105541,2022-06-24,Female,Melissa Villanueva,+1-832-995-0323,Finance Manager,Financial Planning Manager,Idealist,"Financial Planning Managers oversee financial planning services. They lead a team of financial planners, develop financial strategies, and ensure clients financial goals are met.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Financial planning Investment strategies Team leadership Wealth management Client advisory skills,"Oversee financial planning and analysis, including budgeting and forecasting. Develop financial strategies to achieve organizational goals. Provide financial guidance to departments.",Hormel Foods,Food,Food Consumer Products,Austin,Minnesota,55912,www.hormelfoods.com,HRL,Jim(James) Snee
504594,1618804506083890,5 to 13 Years,MBA,$61K-$84K,Suva,Fiji,-17.7134,178.065,Intern,57888,2021-09-23,Male,Cheyenne Nolan,733.905.0258x611,Procurement Specialist,Procurement Manager,Jobs2Careers,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,"Manage procurement processes, vendor relationships, and supplier negotiations. Develop procurement strategies and cost-saving initiatives. Ensure timely delivery of goods and services.",DXC Technology,IT Services,Information Technology Services,Ashburn,Virginia,20147,www.dxc.technology,DXC,
1129369,2081066456240989,3 to 14 Years,M.Tech,$58K-$129K,Kathmandu,Nepal,28.3949,84.124,Full-Time,126158,2022-09-30,Both,Richard Duncan,001-916-719-8735x91762,Financial Planner,Tax Planner,Indeed,"Assist clients with tax planning, minimize tax liabilities, and stay up-to-date with tax laws and regulations.","{'Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave'}",Tax planning strategies Tax law knowledge Financial analysis Retirement planning Estate planning Client relationship management Tax optimization Communication skills Attention to detail Tax software proficiency Regulatory compliance,"Focus on tax planning and optimization, helping clients minimize tax liabilities. Stay updated on tax laws and regulations. Provide tax-efficient financial strategies.",Magellan Financial Group,Financial Services/Investment Management,Financial Services/Investment Management,Sydney,NSW,2000,https://www.magellangroup.com.au/,MFG,Brett Cairns
1446186,906528042641201,4 to 12 Years,BA,$57K-$112K,Conakry,Guinea,9.9456,-9.6966,Part-Time,110709,2022-01-25,Female,Stefanie Wheeler,636-798-3023,Architect,Project Architect,Snagajob,"Project Architects lead architectural projects, from concept to completion, coordinating design teams, managing budgets, and ensuring compliance with regulations.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Architectural project management Construction documents Building systems Design coordination Client communication,"Lead architectural projects, from concept design to construction supervision. Collaborate with clients, engineers, and contractors. Develop project timelines and budgets.",Unum Group,Insurance,"Insurance: Life, Health (Stock)",Chattanooga,Tennessee,37402,www.unum.com,UNM,Richard P. Mckenney
234316,2095653148373401,4 to 10 Years,BCA,$59K-$100K,Bangkok,Thailand,15.87,100.9925,Part-Time,42131,2021-10-19,Female,Christine Davis,393.475.2161x286,UX/UI Designer,User Experience Designer,SimplyHired,"User Experience Designers create intuitive and user-friendly digital interfaces. They conduct user research, design prototypes, and work to enhance the overall user experience of websites and applications.","{'Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs'}","User-centered design principles UX/UI design tools (e.g., Sketch, Adobe XD) Wireframing and prototyping Usability testing and user research Information architecture and user flows",Design and improve user experiences (UX) by creating intuitive and user-friendly interfaces for websites and applications. Conduct user research and usability testing. Collaborate with stakeholders to gather and incorporate feedback.,Playtech,Gambling and Gaming,Gambling/Gaming,Douglas,Isle of Man,IM3 1DZ,https://www.playtech.com/,PTEC,Mor Weizer
952310,2563399015061033,4 to 13 Years,MBA,$64K-$130K,Tallinn,Estonia,58.5953,25.0136,Temporary,24177,2023-02-16,Female,Julie Thompson,+1-388-401-1590x7588,Financial Analyst,Investment Analyst,Monster,"Investment Analysts analyze financial data and market trends to make informed investment recommendations. They research and assess investment opportunities, create financial models, and provide insights to guide investment decisions and portfolio management.","{'Employee Referral Programs, Financial Counseling, Health and Wellness Facilities, Casual Dress Code, Flexible Spending Accounts (FSAs)'}",Financial analysis Investment evaluation Portfolio management Data analysis,"Analyze financial data, research investment opportunities, and provide recommendations for investment decisions. Monitor financial markets and economic trends. Prepare investment reports and presentations.",DaVita,Healthcare Services,Health Care: Medical Facilities,Denver,Colorado,80202,www.davita.com,DVA,Javier J. Rodriguez
188678,746507215757823,4 to 9 Years,MBA,$58K-$121K,Monrovia,Liberia,6.4281,-9.4295,Contract,60105,2021-11-30,Both,Emily Hernandez,+1-360-284-5262,Account Manager,Sales Account Manager,FlexJobs,"A Sales Account Manager is responsible for building and maintaining relationships with clients, identifying their needs, and proposing tailored solutions to achieve sales targets.","{'Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)'}",Account management Sales strategy Negotiation and closing skills,Manage sales accounts and ensure revenue growth. Identify cross-selling and upselling opportunities. Develop account strategies and forecasts.,Aurobindo Pharma,Pharmaceuticals,Pharmaceuticals,Hyderabad,Telangana,500 038,www.aurobindo.com,AUROPHARMA,N. Govindarajan
265655,3062855672155790,2 to 12 Years,PhD,$62K-$124K,Ouagadougou,Burkina Faso,12.2383,-1.5616,Temporary,53015,2021-11-26,Female,Scott Lowe,(600)272-1594x5059,Procurement Specialist,Procurement Manager,ZipRecruiter,"Procurement Managers oversee procurement processes, managing vendor relationships, negotiating contracts, and ensuring cost-effective purchasing of goods and services.","{'Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans'}",Procurement strategies Supplier management Negotiation Cost analysis Supply chain management,"Manage procurement processes, vendor relationships, and supplier negotiations. Develop procurement strategies and cost-saving initiatives. Ensure timely delivery of goods and services.",Automatic Data Processing,Payroll & HR Services,Diversified Outsourcing Services,Roseland,New Jersey,7068,www.adp.com,ADP,Maria Black
634326,1093932109421337,4 to 10 Years,B.Com,$55K-$124K,Victoria,Seychelles,-4.6796,55.492,Temporary,113091,2023-06-27,Female,Jesse Summers,+1-869-594-6316x69760,Environmental Consultant,Environmental Compliance Officer,Monster,"Environmental Compliance Officers ensure that organizations adhere to environmental regulations and standards. They conduct audits, develop compliance programs, and oversee efforts to minimize environmental impact and maintain regulatory compliance.","{'Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development'}",Environmental compliance Regulatory requirements Environmental impact assessments Reporting Environmental regulations Auditing,Ensure compliance with environmental laws and regulations. Conduct environmental assessments and audits. Develop and implement compliance strategies.,Booz Allen Hamilton Holding,Professional Services,Information Technology Services,McLean,Virginia,22102,www.boozallen.com,BAH,Horacio D. Rozanski
